Model,N_Samples,RMSE,MAE,Bias,Pearson_Corr,R2_Score
Perfect_Prog_on_True_METAR,153,2861.0760906001487,2355.7593666431385,33.108475152340034,0.42546238008198134,0.1636971259258998
