"Variable";"GFS_RMSE";"GFS_Bias";"GFS_Pearson";"GFS_R2";"WRF_RMSE";"WRF_Bias";"WRF_Pearson";"WRF_R2"
"temp_ar";1,65462908476893;-0,174469387755082;0,826868419934114;0,501784782704261;2,38943693361621;1,56094871053893;0,770751519579782;-0,038979132348786
"temp_orvalho";1,25617993154171;-0,709081632653042;0,558541064719162;-1,13330475056302;1,57433513694589;-0,763912319155716;0,421293195190039;-2,35076195232954
"umidade_relativa";0,0865386997141294;-0,0209729104773921;0,806363134817478;0,331712449777542;0,143451545657854;-0,105957363694633;0,715172788638939;-0,836340039965471
"pressao";1,07412992791412;0,214285714285714;0,974436977683987;0,93561047835991;1,32687350070765;-0,609190051020408;0,970079193131332;0,901743654832428
"vel_vento";3,16457360776305;1,85823873034276;0,484060340413561;-3,59370176696793;2,67434463655045;1,31693863273909;0,383623349548556;-2,28070468610853
