datetime,dew_point_temperature_htgl,geopotential_height_0deg,geopotential_height_ceil,geopotential_height_htfl,geopotential_height_sfc,high_level_cloud_cover,low_level_cloud_cover,mean_sea_level_pressure_eta_model,mid_level_cloud_cover,parcel_lifted_index_to_500_h_pa,precipitable_water,pressure,probability_of_precipitation,relative_humidity_htgl,relative_humidity_hybl,specific_humidity_htgl,specific_humidity_hybl,specific_humidity_spdy,surface_lifted_index,surface_roughness,temperature_htgl,temperature_sfc,temperature_sea_temperature,total_cloud_cover,total_column_integrated_cloud_water,water_temperature,u_component_of_wind_htgl,u_component_of_wind_spdy,v_component_of_wind_htgl,v_component_of_wind_spdy,wind_angle,wind_speed
2026-07-01T00:00:00Z,18.386343148675227,NA,NA,NA,18.38998031616211,0,0,0,0,NA,0,101560.921875,NA,89.71040037388582,88.92048794158342,0.013217493891716003,0.013603012077510357,0.013603012077510357,NA,NA,293.2786865234375,292.469970703125,292.4698486328125,0,0,0,-0.29628416895866394,-0.3015715181827545,-0.3772648572921753,-0.29806897044181824,38.144245297062525,0.4797010332730288
2026-07-01T01:00:00Z,18.387989548870443,NA,NA,NA,18.38998031616211,0,0,101749.1796875,0,NA,28.466533660888672,101530.59375,NA,92.40965996235224,88.44972785325795,0.013222920708358288,0.013416238129138947,0.013416238129138947,NA,NA,292.8023681640625,292.469970703125,292.4698486328125,0,0,0,-0.5579991340637207,-1.1415737867355347,0.22727951407432556,-0.8387767672538757,112.1616372007866,0.6025105900593978
2026-07-01T02:00:00Z,18.13553567933758,NA,NA,NA,18.38998031616211,0,0,101743.828125,0,NA,27.36627769470215,101527.390625,NA,91.6429831318311,86.3633138327912,0.013011022470891476,0.013110870495438576,0.013110870495438576,NA,NA,292.6813659667969,292.469970703125,292.4698486328125,0,0,0,-1.1605740785598755,-1.5178718566894531,0.6962358951568604,0.18848693370819092,120.95981589422723,1.353394478165911
2026-07-01T03:00:00Z,17.986352356894592,NA,NA,NA,18.38998031616211,0,0,101768.734375,0,NA,26.655250549316406,101550.265625,NA,91.17718010050459,85.0059647266901,0.012884039431810379,0.012931945733726025,0.012931945733726025,NA,NA,292.6124572753906,292.469970703125,292.4698486328125,0,0,0,-1.422059416770935,-1.959180474281311,-0.14480356872081757,-1.1564003229141235,84.18580172265774,1.429412836916325
2026-07-01T04:00:00Z,17.504407468724168,NA,NA,NA,18.38998031616211,0,0,101663.03125,0,NA,25.977720260620117,101444.640625,NA,87.89676940023729,79.28985542944241,0.012503989972174168,0.012344715185463428,0.012344715185463428,NA,NA,292.71307373046875,292.469970703125,292.4698486328125,0,0,0,-1.2252979278564453,-1.736970067024231,-0.5617890954017639,-2.2334136962890625,65.3689307411808,1.3479473282445538
2026-07-01T05:00:00Z,16.79318670509555,NA,NA,NA,18.38998031616211,0,0,101605.375,0,NA,25.249454498291016,101387.640625,NA,83.22968533792996,71.37693921561686,0.011949535459280014,0.011449258774518967,0.011449258774518967,NA,NA,292.8662109375,292.469970703125,292.4698486328125,0,0,0,-2.0246565341949463,-3.1470279693603516,-0.3558556139469147,-1.464674472808838,80.03145469876426,2.0556914407166818
2026-07-01T06:00:00Z,16.11335363132103,NA,NA,NA,18.38998031616211,0,0,101540.3671875,0,NA,24.11928367614746,101323.1171875,NA,78.8968524114481,64.42570003599108,0.011441431939601898,0.010598888620734215,0.010598888620734215,NA,NA,293.0301818847656,292.469970703125,292.4698486328125,0,0,0,-2.1152467727661133,-3.4356091022491455,0.15010923147201538,-0.3554093539714813,94.05921010901946,2.120566360921199
2026-07-01T07:00:00Z,15.810207427526368,NA,NA,NA,18.38998031616211,0,0,101545.203125,0,NA,22.619972229003906,101328.09375,NA,77.88084356987555,63.430202954370664,0.011217367835342884,0.010403815656900406,0.010403815656900406,NA,NA,292.92681884765625,292.469970703125,292.4698486328125,0,0,0,-1.374951958656311,-2.143073081970215,0.6896295547485352,-0.03706187754869461,116.63679969701869,1.5382073369333176
2026-07-01T08:00:00Z,16.39571632735435,NA,NA,NA,18.38998031616211,0,0,101560.546875,0,NA,22.629945755004883,101343.65625,NA,82.58468537223958,70.80502196168806,0.011650800704956055,0.011195125058293343,0.011195125058293343,NA,NA,292.584716796875,292.469970703125,292.4698486328125,0,1.9918913856438953e-41,0,-0.04616586118936539,0.2166583389043808,1.1286332607269287,0.9211747646331787,177.65766671151374,1.1295770553434834
2026-07-01T09:00:00Z,17.566343000030052,NA,NA,NA,18.38998031616211,0,0,101614.8828125,0,NA,23.066402435302734,101397.6328125,NA,92.77673431509761,89.37467707904597,0.012559914030134678,0.012977098114788532,0.012977098114788532,NA,NA,291.9093933105469,292.469970703125,292.4698486328125,0,1.65858945929185e-6,0,1.007819652557373,1.4994310140609741,1.7457380294799805,1.865338921546936,209.99796504493816,2.0157633094323124
