datetime,wind_speed,wind_direction,temperature,dew_point,pressure,visibility,weather_information,categ_nuvem,altura_nuvem
2026-06-22T11:00:00Z,0,0,20,18,1019,10000,Sem Info,Scattered,243.84
2026-06-22T12:00:00Z,1.5433341,360,21,18,1020,10000,Sem Info,Scattered,243.84
2026-06-22T13:00:00Z,2.5722235,350,22,18,1019,10000,Sem Info,Few,609.6
2026-06-22T14:00:00Z,2.0577788,350,23,17,1018,10000,Sem Info,Few,609.6
2026-06-22T15:00:00Z,1.5433341,340,25,17,1017,10000,Sem Info,Few,609.6
2026-06-22T16:00:00Z,2.0577788,40,26,18,1015,10000,Sem Info,No,0
2026-06-22T17:00:00Z,2.5722235,120,26,17,1014,10000,Sem Info,No,0
2026-06-22T18:00:00Z,3.6011129,40,26,18,1013,10000,Sem Info,No,0
2026-06-22T19:00:00Z,2.0577788,40,26,19,1013,10000,Sem Info,No,0
2026-06-22T20:00:00Z,1.5433341,110,25,19,1013,10000,Sem Info,No,0
2026-06-22T21:00:00Z,2.0577788,130,22,19,1013,10000,Sem Info,No,0
2026-06-22T22:00:00Z,1.0288894,70,22,19,1013,10000,Sem Info,No,0
2026-06-22T23:00:00Z,1.0288894,250,21,19,1014,10000,Sem Info,No,0
2026-06-23T00:00:00Z,1.5433341,20,20,18,1014,10000,Sem Info,No,0
2026-06-23T01:00:00Z,2.0577788,60,21,19,1014,7000,Sem Info,No,0
2026-06-23T02:00:00Z,1.0288894,80,20,19,1014,7000,Sem Info,No,0
2026-06-23T03:00:00Z,1.5433341,70,19,18,1014,7000,Sem Info,No,0
2026-06-23T04:00:00Z,1.5433341,120,19,18,1013,7000,Sem Info,No,0
2026-06-23T05:00:00Z,1.0288894,70,19,18,1013,7000,Sem Info,No,0
2026-06-23T06:00:00Z,1.5433341,240,19,18,1012,7000,Sem Info,No,0
2026-06-23T07:00:00Z,1.5433341,270,18,17,1012,7000,Sem Info,No,0
2026-06-23T08:00:00Z,1.0288894,90,18,17,1012,6000,Sem Info,No,0
2026-06-23T09:00:00Z,0,0,18,17,1012,6000,Sem Info,No,0
2026-06-23T10:00:00Z,1.5433341,50,17,16,1013,6000,Sem Info,No,0
2026-06-23T10:26:00Z,1.5433341,350,19,18,1013,4000,Mist (French: Brume),No,0
2026-06-23T11:00:00Z,0.5144447,350,21,19,1013,4000,Mist (French: Brume),No,0
2026-06-23T12:00:00Z,0.5144447,350,24,19,1014,4000,Haze,No,0
2026-06-23T12:20:00Z,1.5433341,300,25,19,1014,5000,Haze,No,0
2026-06-23T13:00:00Z,2.0577788,230,26,20,1013,7000,Sem Info,No,0
2026-06-23T14:00:00Z,2.0577788,330,27,18,1013,10000,Sem Info,No,0
2026-06-23T15:00:00Z,2.5722235,320,29,18,1012,10000,Sem Info,No,0
2026-06-23T16:00:00Z,5.1444469999999995,270,32,15,1012,10000,Sem Info,No,0
2026-06-23T17:00:00Z,5.6588917,250,32,15,1011,10000,Sem Info,No,0
2026-06-23T18:00:00Z,7.716670499999999,210,27,19,1012,10000,Sem Info,No,0
2026-06-23T19:00:00Z,7.2022258,220,26,19,1013,10000,Sem Info,No,0
2026-06-23T20:00:00Z,4.6300023,240,24,19,1013,10000,Sem Info,No,0
2026-06-23T21:00:00Z,4.1155576,230,23,18,1014,10000,Sem Info,No,0
2026-06-23T22:00:00Z,3.0866682,230,23,19,1014,10000,Sem Info,No,0
2026-06-23T23:00:00Z,1.5433341,80,23,18,1015,10000,Sem Info,Broken,762
2026-06-24T00:00:00Z,1.0288894,80,23,19,1016,10000,Sem Info,Broken,762
2026-06-24T01:00:00Z,2.5722235,260,23,19,1016,10000,Sem Info,Broken,914.4
2026-06-24T02:00:00Z,1.5433341,280,23,18,1016,10000,Sem Info,Broken,914.4
2026-06-24T03:00:00Z,2.5722235,340,22,19,1016,8000,Sem Info,Scattered,518.16
2026-06-24T04:00:00Z,2.5722235,330,22,19,1016,8000,Sem Info,Broken,518.16
2026-06-24T05:00:00Z,3.0866682,290,22,19,1016,9000,Sem Info,Few,396.24
2026-06-24T06:00:00Z,3.0866682,260,21,20,1016,9000,Sem Info,Scattered,213.36
2026-06-24T07:00:00Z,1.5433341,300,21,20,1015,8000,Sem Info,Few,548.64
2026-06-24T08:00:00Z,3.0866682,330,21,20,1015,9000,Sem Info,Few,548.64
2026-06-24T09:00:00Z,2.0577788,300,21,20,1015,9000,Sem Info,Few,548.64
2026-06-24T10:00:00Z,1.0288894,300,21,20,1015,8000,Sem Info,Few,548.64
2026-06-24T11:00:00Z,3.0866682,270,21,20,1016,8000,Sem Info,Scattered,182.88
2026-06-24T12:00:00Z,5.1444469999999995,260,22,20,1016,9000,Sem Info,Scattered,182.88
2026-06-24T12:39:00Z,4.6300023,250,22,20,1016,9000,Sem Info,Broken,304.8
2026-06-24T13:00:00Z,5.6588917,250,22,19,1016,9000,Sem Info,Broken,304.8
2026-06-24T14:00:00Z,6.6877811,260,23,19,1016,10000,Sem Info,Scattered,304.8
2026-06-24T15:00:00Z,6.6877811,260,23,18,1015,10000,Sem Info,Scattered,304.8
2026-06-24T16:00:00Z,7.2022258,250,22,18,1015,10000,Sem Info,Scattered,396.24
2026-06-24T17:00:00Z,5.6588917,250,22,18,1015,9000,Light intensity: Rain,Broken,457.2
2026-06-24T17:11:00Z,5.6588917,250,21,19,1015,3000,Light intensity: Rain,Broken,365.76
2026-06-24T18:00:00Z,5.1444469999999995,240,20,18,1015,2500,Rain,Broken,304.8
2026-06-24T19:00:00Z,3.6011129,240,20,19,1016,3000,Rain,Broken,304.8
2026-06-24T20:00:00Z,3.0866682,40,20,18,1016,5000,Light intensity: Rain,Scattered,335.28
2026-06-24T21:00:00Z,2.0577788,10,20,19,1017,5000,Light intensity: Rain,Scattered,152.4
2026-06-24T22:00:00Z,2.0577788,110,20,19,1017,8000,Light intensity: Rain,Few,152.4
2026-06-24T23:00:00Z,1.5433341,190,20,19,1018,8000,Light intensity: Rain,Broken,182.88
2026-06-25T00:00:00Z,1.5433341,120,20,19,1018,9000,Light intensity: Rain,Scattered,182.88
2026-06-25T01:00:00Z,3.6011129,270,20,19,1019,9000,Sem Info,Broken,243.84
2026-06-25T02:00:00Z,3.6011129,250,19,18,1019,9000,Light intensity: Rain,Broken,243.84
2026-06-25T03:00:00Z,4.6300023,270,19,18,1020,8000,Light intensity: Drizzle Rain,Broken,274.32
2026-06-25T04:00:00Z,5.1444469999999995,250,19,18,1020,9000,Light intensity: Drizzle Rain,Broken,274.32
2026-06-25T05:00:00Z,3.6011129,240,19,17,1020,10000,Sem Info,Scattered,274.32
2026-06-25T06:00:00Z,2.5722235,260,19,17,1020,3000,Light intensity: Drizzle,Scattered,274.32
2026-06-25T06:11:00Z,2.0577788,270,19,17,1020,3000,Light intensity: Drizzle,Scattered,274.32
2026-06-25T07:00:00Z,2.0577788,290,19,17,1020,7000,Light intensity: Drizzle Rain,Few,274.32
2026-06-25T07:33:00Z,2.0577788,280,19,18,1020,4500,Light intensity: Drizzle Rain,Broken,182.88
2026-06-25T08:00:00Z,2.0577788,310,19,17,1020,7000,Light intensity: Drizzle Rain,Few,121.92
2026-06-25T09:00:00Z,2.5722235,270,19,17,1021,3000,Light intensity: Drizzle,Few,121.92
2026-06-25T10:00:00Z,1.5433341,300,19,18,1022,8000,Light intensity: Drizzle Rain,Broken,182.88
2026-06-25T11:00:00Z,1.5433341,320,19,18,1023,6000,Sem Info,Broken,182.88
2026-06-25T12:00:00Z,2.0577788,240,19,18,1024,3000,Light intensity: Rain,Broken,152.4
2026-06-25T13:00:00Z,1.5433341,240,20,18,1025,3000,Light intensity: Rain,Few,91.44
