RMSE,MAE,Bias,R2_SkillScore,Pearson,Model
1348.441269959379,817.8647720063116,-22.541474774569597,0.3578114981350824,0.5983419457962134,LightGBM Regressão
1352.3481796784547,817.9145901366581,-49.63625458923317,0.3540848142307933,0.5962880985770651,Random Forest Regressão
