datetime,dew_point_temperature_htgl,geopotential_height_0deg,geopotential_height_ceil,geopotential_height_htfl,geopotential_height_sfc,high_level_cloud_cover,low_level_cloud_cover,mean_sea_level_pressure_eta_model,mid_level_cloud_cover,parcel_lifted_index_to_500_h_pa,precipitable_water,pressure,probability_of_precipitation,relative_humidity_htgl,relative_humidity_hybl,specific_humidity_htgl,specific_humidity_hybl,specific_humidity_spdy,surface_lifted_index,surface_roughness,temperature_htgl,temperature_sfc,temperature_sea_temperature,total_cloud_cover,total_column_integrated_cloud_water,water_temperature,u_component_of_wind_htgl,u_component_of_wind_spdy,v_component_of_wind_htgl,v_component_of_wind_spdy,wind_angle,wind_speed,visibility
2026-01-15T00:00:00Z,21.602002231283116,NA,NA,NA,4.821249008178711,0,0,0,0,NA,0,101433.9140625,NA,89.25578839808871,86.93318867804895,0.01622916385531425,0.01707379706203937,0.01707379706203937,NA,NA,296.6216735839844,293.9479064941406,293.9479064941406,0,0,0,2.037144422531128,2.037144422531128,-1.0200902223587036,-1.0200902223587036,296.5991968962885,2.278275984160284,10000
2026-01-15T01:00:00Z,21.902537646489044,NA,NA,NA,4.821249008178711,0,0,101500.484375,0,NA,51.369140625,101443.875,NA,87.3303818367009,86.25168103395875,0.0165365282446146,0.01653424650430679,0.01653424650430679,NA,NA,297.2890319824219,297.1271667480469,293.9479064941406,0,0.7719552746357685,0,-0.09548763185739516,-0.08212406933307648,-0.8057428598403931,-1.2191263437271118,6.758532881085102,0.8113811952599769,10000
2026-01-15T02:00:00Z,21.75140690593744,NA,NA,NA,4.821249008178711,0,0,101509.3203125,0.8651566505432129,NA,50.58967971801758,101452.6875,NA,88.60737452026561,86.83666126996587,0.01637902110815048,0.01637920923531055,0.01637920923531055,NA,NA,296.8941650390625,296.6637878417969,293.9479064941406,1,9.605741789851743,0,-0.5363825559616089,-0.6533742547035217,-0.6730365753173828,-0.871326744556427,38.55340879096923,0.8606302795363754,10000
2026-01-15T03:00:00Z,22.29140144923773,NA,NA,NA,4.821249008178711,0,0,101460.7421875,0.8695842027664185,NA,48.916446685791016,101404.0859375,NA,94.1194790966664,92.76322487439552,0.01695108041167259,0.01695425622165203,0.01695425622165203,NA,NA,296.4402160644531,296.25677490234375,293.9479064941406,1,10.325229377169334,0,-0.9052274823188782,-1.496180534362793,0.2794313132762909,0.5770781636238098,107.15473993231214,0.9473746110091232,10000
2026-01-15T04:00:00Z,22.58321193742708,NA,NA,NA,4.821249008178711,0,0,101464.734375,0.2366257607936859,NA,48.05062103271485,101408.046875,NA,97.70928666634197,96.31356646093542,0.01726243831217289,0.01726181432604789,0.01726181432604789,NA,NA,296.1150817871094,295.9117126464844,293.9479064941406,0.9074884653091432,7.189477304561392,0,-0.9074429273605348,-1.5693267583847046,0.5002520084381104,0.9810851812362672,118.86691783734368,1.036197248772173,10000
2026-01-15T05:00:00Z,22.051969983424517,NA,NA,NA,4.821249008178711,0,0,101420.0546875,1,NA,47.33123779296875,101363.3828125,NA,94.88207089860344,93.50792779933666,0.01670575514435768,0.0167034026235342,0.0167034026235342,NA,NA,296.0657958984375,295.8751220703125,293.9479064941406,1,124.7885549021846,0,-0.7397840023040771,-1.1725828647613523,0.6382493376731873,1.3957269191741943,130.78601311333432,0.9770581288261724,10000
2026-01-15T06:00:00Z,21.35419286518983,NA,NA,NA,4.821249008178711,0,0,101399.2578125,0,NA,45.948272705078125,101342.5703125,NA,92.71440139255463,90.93460108854612,0.01599306426942348,0.01599088124930858,0.01599088124930858,NA,NA,295.7432556152344,295.53369140625,293.9479064941406,0.26779448986053467,1.096064713515212e-38,0,-0.5552253723144531,-0.969426691532135,0.8149122595787048,1.3596975803375244,145.73216390293865,0.9860817435047632,10000
2026-01-15T07:00:00Z,21.036068532133257,NA,NA,NA,4.821249008178711,0,0,101429.5078125,0,NA,44.0455436706543,101372.78125,NA,93.04009605831926,90.30820681811169,0.01567106507718563,0.01567047834396362,0.01567047834396362,NA,NA,295.3645935058594,295.05682373046875,293.9479064941406,0,1.4024181517946706,0,-1.0753215551376345,-1.9668781757354736,0.6369947195053101,1.1503231525421145,120.64148403922212,1.249831476488438,10000
2026-01-15T08:00:00Z,20.914172990547552,NA,NA,NA,4.821249008178711,0,0,101436.5703125,0,NA,42.46358871459961,101379.8203125,NA,91.39641105475783,90.74356518747072,0.01554996706545353,0.01555000431835651,0.01555000431835651,NA,NA,295.5341491699219,295.29498291015625,293.9479064941406,0.7564591765403748,0.1138373298554183,0,-1.3536826372146606,-2.058645486831665,0.2306373417377472,0.4320295453071594,99.6690770792088,1.373189814155455,10000
2026-01-15T09:00:00Z,20.58213529189291,NA,NA,NA,4.821249008178711,0,0,101515.890625,0,NA,42.32303237915039,101459.09375,NA,90.9516643138928,88.82945497667177,0.01521515380591154,0.01521496195346117,0.01521496195346117,NA,NA,295.27838134765625,295.0389404296875,293.9479064941406,0.5573490262031555,0.06652828922950563,0,-0.9712634682655334,-1.5855841636657717,0.3650704622268677,0.7254243493080139,110.59982040940253,1.037607424403725,10000
